Year,Month,Vegetable,Quantity_Sold,Growth,Percentage
2022,5,Pointed Gourd (Local),1695.86,1788.61,-7.81
2022,6,Pointed Gourd (Local),1701.89,1846.48,0.36
2022,7,Pointed Gourd (Local),1548.93,1280.06,-8.99
2022,8,Pointed Gourd (Local),1647.08,1574.89,6.34
2022,9,Pointed Gourd (Local),1603.3,1738.47,-2.66
2022,10,Pointed Gourd (Local),1573.26,1398.39,-1.87
2022,11,Pointed Gourd (Local),1664.92,1761.49,5.83
2022,12,Pointed Gourd (Local),1579.4,1579.05,-5.14
2023,1,Pointed Gourd (Local),1696.4,2022.2,7.41
2023,2,Pointed Gourd (Local),1737.07,1619.69,2.4
2023,3,Pointed Gourd (Local),1607.11,1918.73,-7.48
2023,4,Pointed Gourd (Local),1705.86,1442.64,6.14
2023,5,Pointed Gourd (Local),1585.33,1727.04,-7.07
2023,6,Pointed Gourd (Local),1703.61,1889.37,7.46
2023,7,Pointed Gourd (Local),1646.88,1669.63,-3.33
2023,8,Pointed Gourd (Local),1777.27,1986.29,7.92
2023,9,Pointed Gourd (Local),1866.17,1785.78,5.0
2023,10,Pointed Gourd (Local),1912.64,2258.73,2.49
2023,11,Pointed Gourd (Local),1847.33,1805.01,-3.41
2023,12,Pointed Gourd (Local),1712.82,1968.69,-7.28
2024,1,Pointed Gourd (Local),1706.78,1745.94,-0.35
2024,2,Pointed Gourd (Local),1838.85,1714.61,7.74
2024,3,Pointed Gourd (Local),1986.43,1747.11,8.03
2024,4,Pointed Gourd (Local),2081.68,1841.91,4.8
2024,5,Pointed Gourd (Local),1874.29,2142.6,-9.96
2024,6,Pointed Gourd (Local),1718.16,1801.94,-8.33
2024,7,Pointed Gourd (Local),1786.31,1859.93,3.97
2024,8,Pointed Gourd (Local),1817.51,1571.03,1.75
2024,9,Pointed Gourd (Local),1937.98,1689.04,6.63
2024,10,Pointed Gourd (Local),2059.77,2195.39,6.28
2024,11,Pointed Gourd (Local),2214.56,1993.35,7.52
2024,12,Pointed Gourd (Local),2014.11,1766.01,-9.05
2013,1,Spinach Leaf,1479.94,1371.12,0.27
2013,2,Spinach Leaf,1533.08,1494.31,3.59
2013,3,Spinach Leaf,1669.94,1917.1,8.93
2013,4,Spinach Leaf,1513.03,1773.44,-9.4
2013,5,Spinach Leaf,1457.41,1549.93,-3.68
2013,6,Spinach Leaf,1488.0,1768.56,2.1
2013,7,Spinach Leaf,1341.95,1135.6,-9.82
2013,8,Spinach Leaf,1335.57,1199.76,-0.47
2013,9,Spinach Leaf,1282.75,1537.93,-3.96
2013,10,Spinach Leaf,1400.13,1478.58,9.15
2013,11,Spinach Leaf,1524.01,1404.14,8.85
2013,12,Spinach Leaf,1630.03,1586.31,6.96
2014,1,Spinach Leaf,1727.1,1470.43,5.96
2014,2,Spinach Leaf,1842.42,1837.76,6.68
2014,3,Spinach Leaf,1704.92,1405.07,-7.46
2014,4,Spinach Leaf,1624.7,1935.13,-4.71
2014,5,Spinach Leaf,1495.48,1561.62,-7.95
2014,6,Spinach Leaf,1461.36,1262.03,-2.28
2014,7,Spinach Leaf,1322.45,1057.97,-9.51
2014,8,Spinach Leaf,1276.37,1260.85,-3.48
2014,9,Spinach Leaf,1331.57,1206.14,4.32
2014,10,Spinach Leaf,1240.16,1482.71,-6.86
2014,11,Spinach Leaf,1237.59,1306.32,-0.21
2014,12,Spinach Leaf,1184.73,1391.77,-4.27
2015,1,Spinach Leaf,1172.41,1121.4,-1.04
2015,2,Spinach Leaf,1203.12,1267.84,2.62
2015,3,Spinach Leaf,1138.35,1178.06,-5.38
2015,4,Spinach Leaf,1226.33,1040.93,7.73
2015,5,Spinach Leaf,1253.03,1044.41,2.18
2015,6,Spinach Leaf,1192.44,1214.39,-4.84
2015,7,Spinach Leaf,1268.73,1208.04,6.4
2015,8,Spinach Leaf,1271.81,1250.96,0.24
2015,9,Spinach Leaf,1265.46,1248.93,-0.5
2015,10,Spinach Leaf,1388.42,1630.84,9.72
2015,11,Spinach Leaf,1398.73,1672.3,0.74
2015,12,Spinach Leaf,1467.17,1323.59,4.89
2016,1,Spinach Leaf,1454.03,1312.74,-0.9
2016,2,Spinach Leaf,1453.11,1645.32,-0.06
2016,3,Spinach Leaf,1465.63,1751.42,0.86
2016,4,Spinach Leaf,1538.03,1377.6,4.94
2016,5,Spinach Leaf,1476.45,1769.07,-4.0
2016,6,Spinach Leaf,1349.69,1332.49,-8.59
2016,7,Spinach Leaf,1362.22,1287.03,0.93
2016,8,Spinach Leaf,1306.47,1359.31,-4.09
2016,9,Spinach Leaf,1417.15,1469.05,8.47
2016,10,Spinach Leaf,1551.53,1744.09,9.48
2016,11,Spinach Leaf,1453.37,1236.23,-6.33
2016,12,Spinach Leaf,1340.93,1485.95,-7.74
2017,1,Spinach Leaf,1210.25,1098.99,-9.75
2017,2,Spinach Leaf,1150.31,929.85,-4.95
2017,3,Spinach Leaf,1178.54,1187.71,2.45
2017,4,Spinach Leaf,1254.27,1152.08,6.43
2017,5,Spinach Leaf,1182.38,1401.0,-5.73
2017,6,Spinach Leaf,1252.99,1149.42,5.97
2017,7,Spinach Leaf,1226.86,1278.08,-2.09
2017,8,Spinach Leaf,1321.22,1207.49,7.69
2017,9,Spinach Leaf,1320.82,1470.11,-0.03
2017,10,Spinach Leaf,1286.62,1211.52,-2.59
2017,11,Spinach Leaf,1248.43,1451.78,-2.97
2017,12,Spinach Leaf,1366.91,1244.37,9.49
2018,1,Spinach Leaf,1447.63,1552.85,5.91
2018,2,Spinach Leaf,1411.36,1374.08,-2.51
2018,3,Spinach Leaf,1386.61,1638.52,-1.75
2018,4,Spinach Leaf,1316.27,1328.89,-5.07
2018,5,Spinach Leaf,1349.7,1143.57,2.54
2018,6,Spinach Leaf,1364.23,1499.02,1.08
2018,7,Spinach Leaf,1426.2,1338.96,4.54
2018,8,Spinach Leaf,1496.07,1564.44,4.9
2018,9,Spinach Leaf,1488.88,1195.82,-0.48
2018,10,Spinach Leaf,1491.45,1533.8,0.17
2018,11,Spinach Leaf,1543.48,1835.22,3.49
2018,12,Spinach Leaf,1492.18,1196.45,-3.32
2019,1,Spinach Leaf,1387.83,1240.76,-6.99
2019,2,Spinach Leaf,1480.5,1700.37,6.68
2019,3,Spinach Leaf,1531.39,1260.31,3.44
2019,4,Spinach Leaf,1451.94,1462.68,-5.19
2019,5,Spinach Leaf,1494.73,1530.99,2.95
2019,6,Spinach Leaf,1364.99,1332.14,-8.68
2019,7,Spinach Leaf,1283.47,1319.75,-5.97
2019,8,Spinach Leaf,1244.87,1185.33,-3.01
2019,9,Spinach Leaf,1127.21,1070.25,-9.45
2019,10,Spinach Leaf,1177.45,1112.1,4.46
2019,11,Spinach Leaf,1083.28,875.45,-8.0
2019,12,Spinach Leaf,1083.61,1209.63,0.03
2020,1,Spinach Leaf,1159.75,1004.86,7.03
2020,2,Spinach Leaf,1094.84,1213.08,-5.6
2020,3,Spinach Leaf,1152.34,966.24,5.25
2020,4,Spinach Leaf,1153.52,1221.91,0.1
2020,5,Spinach Leaf,1241.21,1023.39,7.6
2020,6,Spinach Leaf,1212.48,1218.46,-2.31
2020,7,Spinach Leaf,1199.07,1245.73,-1.11
2020,8,Spinach Leaf,1277.36,1441.26,6.53
2020,9,Spinach Leaf,1258.43,1506.18,-1.48
2020,10,Spinach Leaf,1346.16,1362.6,6.97
2020,11,Spinach Leaf,1362.67,1153.73,1.23
2020,12,Spinach Leaf,1388.41,1616.94,1.89
2021,1,Spinach Leaf,1296.24,1248.79,-6.64
2021,2,Spinach Leaf,1233.17,997.13,-4.87
2021,3,Spinach Leaf,1279.78,1278.39,3.78
2021,4,Spinach Leaf,1376.78,1541.47,7.58
2021,5,Spinach Leaf,1408.86,1546.33,2.33
2021,6,Spinach Leaf,1499.7,1580.6,6.45
2021,7,Spinach Leaf,1555.54,1260.6,3.72
2021,8,Spinach Leaf,1563.76,1296.58,0.53
2021,9,Spinach Leaf,1510.91,1277.37,-3.38
2021,10,Spinach Leaf,1550.17,1712.38,2.6
2021,11,Spinach Leaf,1676.02,1844.67,8.12
2021,12,Spinach Leaf,1589.49,1566.45,-5.16
2022,1,Spinach Leaf,1520.06,1671.28,-4.37
2022,2,Spinach Leaf,1602.2,1709.33,5.4
2022,3,Spinach Leaf,1670.95,1883.46,4.29
2022,4,Spinach Leaf,1819.87,1470.2,8.91
2022,5,Spinach Leaf,1874.78,1539.85,3.02
2022,6,Spinach Leaf,1758.32,1567.37,-6.21
2022,7,Spinach Leaf,1749.09,2092.46,-0.52
2022,8,Spinach Leaf,1897.06,1692.26,8.46
2022,9,Spinach Leaf,1837.41,1493.77,-3.14
2022,10,Spinach Leaf,1952.76,2092.23,6.28
2022,11,Spinach Leaf,1934.44,1944.44,-0.94
2022,12,Spinach Leaf,1749.67,1587.39,-9.55
2023,1,Spinach Leaf,1739.57,1660.67,-0.58
2023,2,Spinach Leaf,1798.74,2096.43,3.4
2023,3,Spinach Leaf,1831.77,1482.1,1.84
2023,4,Spinach Leaf,1887.76,2066.33,3.06
2023,5,Spinach Leaf,2011.43,2167.55,6.55
2023,6,Spinach Leaf,2076.85,1695.0,3.25
2023,7,Spinach Leaf,1992.28,2048.28,-4.07
2023,8,Spinach Leaf,1854.83,1547.67,-6.9
2023,9,Spinach Leaf,1835.75,1796.19,-1.03
2023,10,Spinach Leaf,1679.63,1825.66,-8.5
2023,11,Spinach Leaf,1625.43,1652.65,-3.23
2023,12,Spinach Leaf,1668.33,1449.75,2.64
2024,1,Spinach Leaf,1723.41,2041.57,3.3
2024,2,Spinach Leaf,1734.75,1823.8,0.66
2024,3,Spinach Leaf,1652.48,1903.78,-4.74
2024,4,Spinach Leaf,1812.26,1957.6,9.67
2024,5,Spinach Leaf,1750.99,1725.48,-3.38
2024,6,Spinach Leaf,1769.39,1540.39,1.05
2024,7,Spinach Leaf,1593.58,1604.71,-9.94
2024,8,Spinach Leaf,1464.95,1420.28,-8.07
2024,9,Spinach Leaf,1568.56,1295.92,7.07
2024,10,Spinach Leaf,1652.43,1981.15,5.35
2024,11,Spinach Leaf,1683.49,1703.26,1.88
2024,12,Spinach Leaf,1734.3,1586.74,3.02
2013,1,Bamboo Shoot,1429.4,1569.18,-4.2
2013,2,Bamboo Shoot,1481.57,1240.03,3.65
2013,3,Bamboo Shoot,1343.24,1395.26,-9.34
2013,4,Bamboo Shoot,1385.59,1359.48,3.15
2013,5,Bamboo Shoot,1461.5,1487.05,5.48
2013,6,Bamboo Shoot,1389.26,1157.65,-4.94
2013,7,Bamboo Shoot,1354.02,1616.37,-2.54
2013,8,Bamboo Shoot,1391.67,1499.37,2.78
2013,9,Bamboo Shoot,1465.8,1221.92,5.33
2013,10,Bamboo Shoot,1486.32,1190.88,1.4
2013,11,Bamboo Shoot,1560.66,1711.72,5.0
2013,12,Bamboo Shoot,1486.55,1754.1,-4.75
2014,1,Bamboo Shoot,1465.3,1552.52,-1.43
2014,2,Bamboo Shoot,1494.18,1417.68,1.97
2014,3,Bamboo Shoot,1410.49,1621.09,-5.6
2014,4,Bamboo Shoot,1311.98,1059.95,-6.98
2014,5,Bamboo Shoot,1396.43,1314.13,6.44
2014,6,Bamboo Shoot,1269.74,1303.17,-9.07
2014,7,Bamboo Shoot,1271.56,1281.59,0.14
2014,8,Bamboo Shoot,1387.05,1326.12,9.08
2014,9,Bamboo Shoot,1509.37,1324.12,8.82
2014,10,Bamboo Shoot,1539.87,1834.01,2.02
2014,11,Bamboo Shoot,1625.26,1562.26,5.55
2014,12,Bamboo Shoot,1616.63,1513.64,-0.53
2015,1,Bamboo Shoot,1650.66,1669.06,2.11
2015,2,Bamboo Shoot,1763.04,1787.95,6.81
2015,3,Bamboo Shoot,1794.7,1947.57,1.8
2015,4,Bamboo Shoot,1881.76,2160.32,4.85
2015,5,Bamboo Shoot,2041.66,2432.92,8.5
2015,6,Bamboo Shoot,2045.81,1797.47,0.2
2015,7,Bamboo Shoot,2157.86,2309.01,5.48
2015,8,Bamboo Shoot,2292.95,2711.2,6.26
2015,9,Bamboo Shoot,2428.11,2114.03,5.89
2015,10,Bamboo Shoot,2533.47,2592.3,4.34
2015,11,Bamboo Shoot,2343.15,2532.19,-7.51
2015,12,Bamboo Shoot,2488.17,2810.9,6.19
2016,1,Bamboo Shoot,2589.96,2094.64,4.09
2016,2,Bamboo Shoot,2737.48,3130.92,5.7
2016,3,Bamboo Shoot,2775.03,2532.44,1.37
2016,4,Bamboo Shoot,2871.32,3098.06,3.47
2016,5,Bamboo Shoot,2678.76,2911.1,-6.71
2016,6,Bamboo Shoot,2469.25,2692.88,-7.82
2016,7,Bamboo Shoot,2476.62,2497.74,0.3
2016,8,Bamboo Shoot,2338.39,2389.19,-5.58
2016,9,Bamboo Shoot,2350.72,2270.52,0.53
2016,10,Bamboo Shoot,2480.65,2501.79,5.53
2016,11,Bamboo Shoot,2463.73,2667.24,-0.68
2016,12,Bamboo Shoot,2662.02,2619.61,8.05
2017,1,Bamboo Shoot,2579.14,2474.15,-3.11
2017,2,Bamboo Shoot,2364.35,2633.15,-8.33
2017,3,Bamboo Shoot,2466.48,2076.49,4.32
2017,4,Bamboo Shoot,2444.32,2025.48,-0.9
2017,5,Bamboo Shoot,2365.38,2422.73,-3.23
2017,6,Bamboo Shoot,2454.73,2622.13,3.78
2017,7,Bamboo Shoot,2292.3,2112.35,-6.62
2017,8,Bamboo Shoot,2388.24,2850.81,4.19
2017,9,Bamboo Shoot,2318.33,1972.76,-2.93
2017,10,Bamboo Shoot,2191.45,2522.26,-5.47
2017,11,Bamboo Shoot,2382.66,1970.21,8.73
2017,12,Bamboo Shoot,2393.0,2203.55,0.43
2018,1,Bamboo Shoot,2429.36,2858.58,1.52
2018,2,Bamboo Shoot,2206.6,1940.86,-9.17
2018,3,Bamboo Shoot,2213.85,2073.27,0.33
2018,4,Bamboo Shoot,2245.87,2501.69,1.45
2018,5,Bamboo Shoot,2338.09,2137.37,4.11
2018,6,Bamboo Shoot,2556.5,2560.77,9.34
2018,7,Bamboo Shoot,2378.04,2572.36,-6.98
2018,8,Bamboo Shoot,2256.08,2359.15,-5.13
2018,9,Bamboo Shoot,2065.72,2139.49,-8.44
2018,10,Bamboo Shoot,2021.59,2051.27,-2.14
2018,11,Bamboo Shoot,2054.89,1888.68,1.65
2018,12,Bamboo Shoot,1953.63,1629.19,-4.93
2019,1,Bamboo Shoot,2080.95,1936.41,6.52
2019,2,Bamboo Shoot,1927.02,1933.77,-7.4
2019,3,Bamboo Shoot,1738.71,1995.99,-9.77
2019,4,Bamboo Shoot,1816.64,1826.85,4.48
2019,5,Bamboo Shoot,1826.2,1817.47,0.53
2019,6,Bamboo Shoot,1695.16,1517.83,-7.18
2019,7,Bamboo Shoot,1617.79,1557.5,-4.56
2019,8,Bamboo Shoot,1509.21,1555.25,-6.71
2019,9,Bamboo Shoot,1443.64,1372.79,-4.34
2019,10,Bamboo Shoot,1476.32,1275.26,2.26
2019,11,Bamboo Shoot,1380.04,1647.88,-6.52
2019,12,Bamboo Shoot,1334.25,1200.76,-3.32
2020,1,Bamboo Shoot,1337.83,1090.14,0.27
2020,2,Bamboo Shoot,1357.32,1131.76,1.46
2020,3,Bamboo Shoot,1423.22,1406.34,4.85
2020,4,Bamboo Shoot,1551.69,1846.87,9.03
2020,5,Bamboo Shoot,1449.95,1399.71,-6.56
2020,6,Bamboo Shoot,1574.04,1325.81,8.56
2020,7,Bamboo Shoot,1727.83,1706.92,9.77
2020,8,Bamboo Shoot,1680.78,1507.33,-2.72
2020,9,Bamboo Shoot,1761.6,1689.35,4.81
2020,10,Bamboo Shoot,1876.98,2009.63,6.55
2020,11,Bamboo Shoot,2063.45,2178.42,9.93
2020,12,Bamboo Shoot,2018.23,1843.69,-2.19
2021,1,Bamboo Shoot,1993.86,2328.03,-1.21
2021,2,Bamboo Shoot,2068.27,1691.8,3.73
2021,3,Bamboo Shoot,1927.58,2064.96,-6.8
2021,4,Bamboo Shoot,1779.94,1658.49,-7.66
2021,5,Bamboo Shoot,1771.11,1714.06,-0.5
2021,6,Bamboo Shoot,1863.71,1813.08,5.23
2021,7,Bamboo Shoot,2042.07,2001.45,9.57
2021,8,Bamboo Shoot,1843.55,2087.92,-9.72
2021,9,Bamboo Shoot,1673.29,1698.01,-9.24
2021,10,Bamboo Shoot,1520.66,1580.79,-9.12
2021,11,Bamboo Shoot,1604.1,1382.92,5.49
2021,12,Bamboo Shoot,1511.4,1279.88,-5.78
2022,1,Bamboo Shoot,1586.74,1605.53,4.98
2022,2,Bamboo Shoot,1581.44,1299.43,-0.33
2022,3,Bamboo Shoot,1692.94,1572.72,7.05
2022,4,Bamboo Shoot,1802.22,2009.22,6.45
2022,5,Bamboo Shoot,1970.33,2206.34,9.33
2022,6,Bamboo Shoot,2142.04,1936.78,8.71
2022,7,Bamboo Shoot,2084.43,2274.5,-2.69
2022,8,Bamboo Shoot,2181.35,2463.94,4.65
2022,9,Bamboo Shoot,2322.32,2523.75,6.46
2022,10,Bamboo Shoot,2313.34,2584.24,-0.39
2022,11,Bamboo Shoot,2451.69,2372.46,5.98
2022,12,Bamboo Shoot,2337.23,1945.58,-4.67
2023,1,Bamboo Shoot,2220.4,1826.89,-5.0
2023,2,Bamboo Shoot,2258.5,2205.56,1.72
2023,3,Bamboo Shoot,2249.21,2565.21,-0.41
2023,4,Bamboo Shoot,2143.94,1882.54,-4.68
2023,5,Bamboo Shoot,1977.93,2072.97,-7.74
2023,6,Bamboo Shoot,1855.43,1886.0,-6.19
2023,7,Bamboo Shoot,1969.47,1902.03,6.15
2023,8,Bamboo Shoot,1953.72,1588.95,-0.8
2023,9,Bamboo Shoot,1882.06,1813.11,-3.67
2023,10,Bamboo Shoot,2054.93,2225.78,9.19
2023,11,Bamboo Shoot,1923.35,1889.73,-6.4
2023,12,Bamboo Shoot,2035.76,2157.48,5.84
2024,1,Bamboo Shoot,2142.74,1717.06,5.26
2024,2,Bamboo Shoot,2199.6,1797.09,2.65
2024,3,Bamboo Shoot,2353.95,1930.64,7.02
2024,4,Bamboo Shoot,2496.73,2096.34,6.07
2024,5,Bamboo Shoot,2340.38,2639.24,-6.26
2024,6,Bamboo Shoot,2521.93,2111.55,7.76
2024,7,Bamboo Shoot,2540.24,2642.41,0.73
2024,8,Bamboo Shoot,2742.34,2268.43,7.96
2024,9,Bamboo Shoot,2972.41,2926.25,8.39
2024,10,Bamboo Shoot,3099.87,3335.88,4.29
2024,11,Bamboo Shoot,3169.49,3627.81,2.25
2024,12,Bamboo Shoot,2872.44,3283.43,-9.37
2013,1,Sweet Potato,1348.69,1452.31,-2.06
2013,2,Sweet Potato,1391.2,1151.79,3.15
2013,3,Sweet Potato,1298.14,1084.57,-6.69
2013,4,Sweet Potato,1391.53,1290.92,7.19
2013,5,Sweet Potato,1424.47,1366.13,2.37
2013,6,Sweet Potato,1429.72,1378.38,0.37
2013,7,Sweet Potato,1388.03,1384.03,-2.92
2013,8,Sweet Potato,1516.13,1724.95,9.23
2013,9,Sweet Potato,1592.09,1796.2,5.01
2013,10,Sweet Potato,1508.65,1514.42,-5.24
2013,11,Sweet Potato,1622.86,1594.21,7.57
2013,12,Sweet Potato,1521.57,1348.78,-6.24
2014,1,Sweet Potato,1499.9,1290.29,-1.42
2014,2,Sweet Potato,1551.88,1640.55,3.47
2014,3,Sweet Potato,1705.99,1554.08,9.93
2014,4,Sweet Potato,1855.51,1634.7,8.76
2014,5,Sweet Potato,1880.85,1766.2,1.37
2014,6,Sweet Potato,1816.46,2082.19,-3.42
2014,7,Sweet Potato,1855.02,1530.41,2.12
2014,8,Sweet Potato,1810.91,2074.76,-2.38
2014,9,Sweet Potato,1963.9,1888.35,8.45
2014,10,Sweet Potato,2074.41,2475.68,5.63
2014,11,Sweet Potato,1923.02,2247.16,-7.3
2014,12,Sweet Potato,2059.61,1682.1,7.1
2015,1,Sweet Potato,2105.64,1915.75,2.23
2015,2,Sweet Potato,2175.38,1870.31,3.31
2015,3,Sweet Potato,2078.68,2108.53,-4.45
2015,4,Sweet Potato,1925.23,2114.62,-7.38
2015,5,Sweet Potato,1839.69,1799.11,-4.44
2015,6,Sweet Potato,1966.8,2035.45,6.91
2015,7,Sweet Potato,1918.83,1710.27,-2.44
2015,8,Sweet Potato,1763.32,1776.46,-8.1
2015,9,Sweet Potato,1629.66,1723.79,-7.58
2015,10,Sweet Potato,1536.18,1708.18,-5.74
2015,11,Sweet Potato,1563.36,1305.33,1.77
2015,12,Sweet Potato,1457.81,1669.9,-6.75
2016,1,Sweet Potato,1498.81,1753.64,2.81
2016,2,Sweet Potato,1605.3,1729.74,7.11
2016,3,Sweet Potato,1462.0,1393.03,-8.93
2016,4,Sweet Potato,1385.59,1426.7,-5.23
2016,5,Sweet Potato,1361.36,1606.7,-1.75
2016,6,Sweet Potato,1393.49,1135.03,2.36
2016,7,Sweet Potato,1482.4,1699.19,6.38
2016,8,Sweet Potato,1478.39,1358.62,-0.27
2016,9,Sweet Potato,1511.3,1754.36,2.23
2016,10,Sweet Potato,1593.32,1611.46,5.43
2016,11,Sweet Potato,1556.22,1851.79,-2.33
2016,12,Sweet Potato,1485.17,1640.34,-4.57
2017,1,Sweet Potato,1489.45,1337.51,0.29
2017,2,Sweet Potato,1559.33,1808.7,4.69
2017,3,Sweet Potato,1675.83,1403.18,7.47
2017,4,Sweet Potato,1838.88,1557.85,9.73
2017,5,Sweet Potato,1915.49,1617.16,4.17
2017,6,Sweet Potato,2022.71,2166.69,5.6
2017,7,Sweet Potato,1990.41,1753.95,-1.6
2017,8,Sweet Potato,1848.91,2032.8,-7.11
2017,9,Sweet Potato,1820.05,1636.27,-1.56
2017,10,Sweet Potato,1900.01,1580.66,4.39
2017,11,Sweet Potato,1949.39,1832.78,2.6
2017,12,Sweet Potato,2035.63,2309.74,4.42
2018,1,Sweet Potato,2106.93,1943.22,3.5
2018,2,Sweet Potato,2243.91,2523.14,6.5
2018,3,Sweet Potato,2181.0,2284.86,-2.8
2018,4,Sweet Potato,2301.55,2458.78,5.53
2018,5,Sweet Potato,2208.66,1880.45,-4.04
2018,6,Sweet Potato,2095.45,2067.2,-5.13
2018,7,Sweet Potato,1947.5,1688.7,-7.06
2018,8,Sweet Potato,1890.84,1515.57,-2.91
2018,9,Sweet Potato,2078.11,1977.21,9.9
2018,10,Sweet Potato,2009.32,2323.14,-3.31
2018,11,Sweet Potato,2166.03,1844.33,7.8
2018,12,Sweet Potato,2228.32,1806.15,2.88
2019,1,Sweet Potato,2235.79,2419.54,0.34
2019,2,Sweet Potato,2356.23,2442.32,5.39
2019,3,Sweet Potato,2251.82,2422.26,-4.43
2019,4,Sweet Potato,2356.78,2636.07,4.66
2019,5,Sweet Potato,2556.15,2754.65,8.46
2019,6,Sweet Potato,2403.16,2740.64,-5.99
2019,7,Sweet Potato,2330.59,2350.74,-3.02
2019,8,Sweet Potato,2234.22,2036.46,-4.14
2019,9,Sweet Potato,2171.5,2529.41,-2.81
2019,10,Sweet Potato,1965.59,2226.39,-9.48
2019,11,Sweet Potato,2127.4,2146.39,8.23
2019,12,Sweet Potato,2050.29,2244.33,-3.62
2020,1,Sweet Potato,2015.52,2269.06,-1.7
2020,2,Sweet Potato,2069.06,2288.11,2.66
2020,3,Sweet Potato,1907.25,1756.06,-7.82
2020,4,Sweet Potato,1826.75,1786.89,-4.22
2020,5,Sweet Potato,1954.14,2261.85,6.97
2020,6,Sweet Potato,2052.48,1793.62,5.03
2020,7,Sweet Potato,1957.03,1603.37,-4.65
2020,8,Sweet Potato,1851.19,1816.36,-5.41
2020,9,Sweet Potato,2004.48,2378.84,8.28
2020,10,Sweet Potato,2167.75,2219.94,8.15
2020,11,Sweet Potato,2259.82,1824.03,4.25
2020,12,Sweet Potato,2238.24,2179.73,-0.96
2021,1,Sweet Potato,2319.22,2219.66,3.62
2021,2,Sweet Potato,2239.8,2342.8,-3.42
2021,3,Sweet Potato,2321.42,2290.65,3.64
2021,4,Sweet Potato,2118.59,1791.2,-8.74
2021,5,Sweet Potato,2236.61,2298.34,5.57
2021,6,Sweet Potato,2380.94,2089.99,6.45
2021,7,Sweet Potato,2523.82,2667.49,6.0
2021,8,Sweet Potato,2390.54,2508.01,-5.28
2021,9,Sweet Potato,2458.95,2858.81,2.86
2021,10,Sweet Potato,2506.63,2679.12,1.94
2021,11,Sweet Potato,2259.42,2132.55,-9.86
2021,12,Sweet Potato,2341.62,1948.73,3.64
2022,1,Sweet Potato,2175.26,2194.96,-7.1
2022,2,Sweet Potato,2108.69,2174.01,-3.06
2022,3,Sweet Potato,2149.7,2253.09,1.95
2022,4,Sweet Potato,2151.34,1813.93,0.08
2022,5,Sweet Potato,2088.35,1673.64,-2.93
2022,6,Sweet Potato,1929.4,1712.32,-7.61
2022,7,Sweet Potato,2022.56,2064.76,4.83
2022,8,Sweet Potato,2197.05,2051.69,8.63
2022,9,Sweet Potato,2030.41,2190.1,-7.58
2022,10,Sweet Potato,1838.67,1957.51,-9.44
2022,11,Sweet Potato,2003.63,2354.47,8.97
2022,12,Sweet Potato,2047.25,2055.13,2.18
2023,1,Sweet Potato,2064.13,2039.58,0.82
2023,2,Sweet Potato,2138.81,2304.07,3.62
2023,3,Sweet Potato,2250.59,2655.38,5.23
2023,4,Sweet Potato,2088.71,1708.28,-7.19
2023,5,Sweet Potato,1985.45,1588.61,-4.94
2023,6,Sweet Potato,2058.49,2104.13,3.68
2023,7,Sweet Potato,1986.44,1684.09,-3.5
2023,8,Sweet Potato,1962.46,1864.61,-1.21
2023,9,Sweet Potato,1905.36,2219.68,-2.91
2023,10,Sweet Potato,1752.92,1765.53,-8.0
2023,11,Sweet Potato,1629.09,1888.62,-7.06
2023,12,Sweet Potato,1760.58,2067.3,8.07
2024,1,Sweet Potato,1788.02,1896.22,1.56
2024,2,Sweet Potato,1670.86,1502.84,-6.55
2024,3,Sweet Potato,1760.5,1812.98,5.36
2024,4,Sweet Potato,1783.63,1452.46,1.31
2024,5,Sweet Potato,1838.18,1474.74,3.06
2024,6,Sweet Potato,1848.4,1953.89,0.56
2024,7,Sweet Potato,1696.9,1561.1,-8.2
2024,8,Sweet Potato,1561.74,1256.9,-7.96
2024,9,Sweet Potato,1412.06,1556.56,-9.58
2024,10,Sweet Potato,1408.86,1187.61,-0.23
2024,11,Sweet Potato,1413.43,1415.77,0.32
2024,12,Sweet Potato,1360.66,1127.75,-3.73
2013,1,Fenugreek Leaf,1311.14,1335.69,-9.76
2013,2,Fenugreek Leaf,1372.31,1441.64,4.67
2013,3,Fenugreek Leaf,1476.01,1479.48,7.56
2013,4,Fenugreek Leaf,1614.36,1925.14,9.37
2013,5,Fenugreek Leaf,1503.34,1412.54,-6.88
2013,6,Fenugreek Leaf,1487.26,1672.42,-1.07
2013,7,Fenugreek Leaf,1460.67,1509.86,-1.79
2013,8,Fenugreek Leaf,1497.22,1623.43,2.5
2013,9,Fenugreek Leaf,1518.06,1307.05,1.39
2013,10,Fenugreek Leaf,1463.33,1186.72,-3.61
2013,11,Fenugreek Leaf,1349.61,1197.13,-7.77
2013,12,Fenugreek Leaf,1482.56,1330.42,9.85
2014,1,Fenugreek Leaf,1625.99,1566.44,9.67
2014,2,Fenugreek Leaf,1667.21,1467.75,2.54
2014,3,Fenugreek Leaf,1565.52,1441.46,-6.1
2014,4,Fenugreek Leaf,1620.19,1536.2,3.49
2014,5,Fenugreek Leaf,1563.94,1385.98,-3.47
2014,6,Fenugreek Leaf,1588.32,1553.83,1.56
2014,7,Fenugreek Leaf,1678.74,1570.9,5.69
2014,8,Fenugreek Leaf,1624.86,1554.24,-3.21
2014,9,Fenugreek Leaf,1505.91,1560.77,-7.32
2014,10,Fenugreek Leaf,1639.34,1892.67,8.86
